info_status,koi_period,koi_duration,koi_impact,koi_ror,koi_dor,koi_depth,koi_slogg,koi_srad,koi_smass,density_diff,Transit_shape
FP,2.75505467,3.426,0.738,0.009138,4.31,85.5,4.063,1.748,1.291,21.90082645,0.747138
FP,2.754024,4.15,0.7277,0.012927,3.67,172.2,4.321,1.188,1.073,6.09375,0.740627
FP,2.671942657,1.9119,0.982,0.194086,7.33,15942,4.335,1.055,0.876,15.01340483,1.176086
Confirmed,81.4160138,14.175,0.911,0.030244,21.2,762.3,4.267,1.401,1.323,23.90852391,0.941244
Confirmed,7.650243513,2.752,0.014,0.028274,21.843,981.4,4.609,0.746,0.835,20.68622576,0.042274
Confirmed,7.650243513,2.752,0.014,0.028274,21.843,981.4,4.609,0.746,0.835,20.68622576,0.042274
Confirmed,7.650243513,2.752,0.014,0.028274,21.843,981.4,4.609,0.746,0.835,20.68622576,0.042274
Confirmed,6.91134223,5.6743,0.259,0.01292,9.13,201.7,4.194,1.35,1.039,2.843601896,0.27192
Confirmed,28.51117639,4.5941,0.77,0.04343,33.4,1844.6,4.627,0.69,0.748,34.69477383,0.81343
FP,4.494498254,1.9742,1.149,0.167135,3.73,248.2,3.578,3.403,1.598,36.58536585,1.316135
FP,6.840305932,4.32742,1.094,0.626114,14.587,124930,4.521,0.908,0.996,1.203007519,1.720114
FP,4.639602084,3.4636,0.634,0.153067,9.89,25079,4.223,1.194,0.868,16.07843137,0.787067
FP,4.63958598,2.768,0.014,0.008451,12.92,83.4,4.024,1.646,1.045,3.418803419,0.022451
FP,2.489549075,2.4345,1.33,0.387996,3.388,2829.7,4.138,1.406,0.991,1.680672269,1.717996
FP,2.489550708,2.84685,1.185,0.425743,5.443,29839,4.569,0.794,0.853,18.13380282,1.610743
FP,2.980479588,3.72527,0.479,0.616794,9.492,375340,4.377,1.047,0.954,5.655836342,1.095794
FP,4.15743922,9.572,1.242,0.283683,1.65,1472,3.657,3.131,1.623,37.73584906,1.525683
FP,4.81712182,2.45699,1.233,0.50044,12.87,35756,4.581,0.795,0.885,13.85576377,1.73344
FP,2.479948394,5.7219,0.67,0.396857,4.1744,150680,4.539,0.822,0.854,17.94538362,1.066857
FP,1.58742695,2.66475,0.718,0.277757,4.9016,76162,4.313,1.241,1.153,12.60364842,0.995757
FP,19.66840482,21.1764,0,0.548107,11.0209,352810,4.56,0.717,0.68,48.18428184,0.548107
Confirmed,11.32269749,3.517,0.951,0.021497,9.2,311,4.624,0.642,0.634,58.93155259,0.972497
FP,3.401949837,16.5797,0.958,0.060438,1.22571,2477,3.905,2.17,1.379,26.66666667,1.018438
FP,227.6625222,5.5072,1.25,0.402352,200.6,13895,4.414,1.007,0.959,5.111821086,1.652352
Confirmed,14.42735088,4.857,0.977,0.013498,6.19,117,4.403,1.04,1,0.7874015748,0.990498
FP,19.65120951,5.2514,0.723,0.106953,23.98,11766,4.391,1.063,1.014,0.5924170616,0.829953
FP,2.16132662,4.487,0.778,0.010582,2.53,112.2,4.818,0.43,0.443,127.4587222,0.788582
Confirmed,2.03387483,3.097,0.238,0.007727,4.951,73.6,3.913,1.899,1.075,6.369426752,0.245727
Confirmed,3.490785878,1.4513,0.116,0.016727,18.57,336.8,4.618,0.725,0.81,24.3650047,0.132727
FP,65.58366557,5.01216,0.72,0.566724,139.12,242400,4.65,0.666,0.721,39.73781237,1.286724
Confirmed,7.256962446,4.9402,0.676,0.020856,8.62,463.2,4.112,1.549,1.133,11.14754098,0.696856
FP,2.252822538,3.41062,0.621,0.554622,7.2655,269850,4.431,0.951,0.888,13.56589147,1.175622
FP,2.25284817,3.069,1.043,0.051553,1.295,60,4.196,1.53,1.35,25.46419098,1.094553
FP,4.478116695,3.357,0.622,0.336264,12.0862,117980,4.435,1.058,1.11,9.178228388,0.958264
FP,4.478116695,3.357,0.622,0.336264,12.0862,117980,4.435,1.058,1.11,9.178228388,0.958264
Confirmed,17.79108667,2.662,0.654,0.019651,39.9,414.2,4.148,1.34,0.92,9.685863874,0.673651
Confirmed,88.5122014,6.8214,0.242,0.045589,100.84,2518.7,4.45,0.945,0.918,9.742647059,0.287589
Confirmed,88.5122014,6.8214,0.242,0.045589,100.84,2518.7,4.45,0.945,0.918,9.742647059,0.287589
Confirmed,2.05388477,2.1635,0.282,0.021331,7.15,546.7,4.282,1.176,0.965,4.55311973,0.303331
FP,13.6550963,4.117,0.235,0.01289,24.97,196.3,4.487,0.962,1.035,2.665520206,0.24789
FP,4.99270186,3.1008,1.232,0.256173,3.28,557.4,4.429,0.951,0.887,13.67604268,1.488173
Confirmed,34.4359387,5.82,0.017,0.018691,46.043,424.5,4.243,1.363,1.185,14.95726496,0.035691
Confirmed,1.289590179,1.3541,0.401,0.015625,6.82,286,4.578,0.808,0.906,11.24053582,0.416625
Confirmed,4.50158249,1.855,0.016,0.012009,18.77,175.7,4.711,0.553,0.573,75.85596222,0.028009
FP,2.368173896,2.346,0.763,0.100933,6.19,10143,4.393,0.991,0.886,13.73626374,0.863933
FP,5.39525573,7.8377,1,0.498842,5.993,104240,3.768,2.804,1.682,39.47368421,1.498842
Confirmed,4.48494315,2.752,0.3,0.010746,12.03,134.9,4.437,1.051,1.1,8.438818565,0.310746
FP,4.737713268,6.384,0.8,0.372578,6.406,105260,4.624,0.719,0.803,25.50925926,1.172578
Confirmed,13.82142084,3.985,0.904,0.030937,13.14,765.2,4.66,0.651,0.715,40.89506173,0.934937
Confirmed,13.82142084,3.985,0.904,0.030937,13.14,765.2,4.66,0.651,0.715,40.89506173,0.934937
Confirmed,13.82142084,3.985,0.904,0.030937,13.14,765.2,4.66,0.651,0.715,40.89506173,0.934937
Confirmed,19.80787763,3.453,0.054,0.022635,44.76,616.3,4.558,0.84,0.934,7.868020305,0.076635
FP,427.65334,11.17,0.4355,0.011533,266.9,157.1,4.004,1.565,0.9,11.91489362,0.447033
FP,2.49777454,5.241,0.778,0.008873,2.491398,78.7,3.964,2.211,1.641,38.81578947,0.786873
Confirmed,5.398752862,3.4303,0.015,0.0169,12.239,346.5,4.279,1.198,0.997,1.034482759,0.0319
Confirmed,5.398752862,3.4303,0.015,0.0169,12.239,346.5,4.279,1.198,0.997,1.034482759,0.0319
FP,528.50344,6.394,0.0094,0.010743,638.2,133.8,4.068,1.874,1.497,32.59911894,0.020143
FP,677.35794,9.698,0.8359,0.0185,310,322.4,3.593,3.523,1.774,43.90243902,0.8544
Confirmed,5.248667607,1.917,0.847,0.02569,12.14,601.2,4.437,1.012,1.021,1.319796954,0.87269
FP,5.73865933,4.051,0.966,0.033126,4.1,688.6,4.756,0.509,0.538,87.27941176,0.999126
Confirmed,38.1303324,6.53,0.562,0.012762,37.6,180.4,4.41,1.106,1.148,12.24970554,0.574762
FP,1.705780649,1.6271,1.231,0.402121,5.53,15498,4.665,0.591,0.589,71.08307045,1.633121
FP,1.705782214,1.007,0.709,0.016508,9.47,278,4.38,1.009,0.89,13.27944573,0.725508
Confirmed,41.43958662,10.5989,0.355,0.048175,29.47,2793.1,4.367,1.046,0.93,8.241082411,0.403175
FP,0.692693892,1.2804,1.265,0.308137,1.883,1433.7,4.49,0.964,1.048,3.846153846,1.573137
FP,55.7002642,4.285,0.2976,0.016079,96.5,332.7,4.608,0.67,0.662,52.20354384,0.313679
Confirmed,3.28192056,2.917,0.223,0.012619,8.51,191,4.335,1.162,1.064,5.309734513,0.235619
Confirmed,3.28192056,2.917,0.223,0.012619,8.51,191,4.335,1.162,1.064,5.309734513,0.235619
Confirmed,7.16893064,4.6766,0.573,0.010094,9.77,112.8,4.198,1.458,1.225,17.72151899,0.583094
Confirmed,6.53194024,3.3351,0.83,0.028965,9.14,771.9,4.391,0.977,0.856,17.75599129,0.858965
Confirmed,6.53194024,3.3351,0.83,0.028965,9.14,771.9,4.391,0.977,0.856,17.75599129,0.858965
Confirmed,7.12815163,5.522,0.201,0.006237,9.74,45.9,3.998,1.994,1.443,30.21978022,0.207237
Confirmed,51.3011844,5.359,0.003,0.020447,74.62,498.9,4.508,0.929,1.014,0.6324110672,0.023447
FP,9.8338474,14.585,0.733,0.007489,3.65,57.6,4.308,1.202,1.071,5.996758509,0.740489
Confirmed,25.3690868,4.746,0.845,0.0109,22.7,110.1,4.224,1.406,1.212,16.74311927,0.8559
FP,91.05641908,6.7282,1.112,0.464918,98.65,57608,4.456,1.046,1.143,11.91191191,1.576918
FP,391.420272,3.84,0.797,0.015559,490,236.7,4.46,0.949,0.948,6.311992786,0.812559
Confirmed,5.132486123,1.4575,0.217,0.026773,27,908.4,4.707,0.578,0.619,62.75733001,0.243773
FP,1.51264208,1.871,1.192,0.414612,4.87,23842,4.508,0.811,0.772,30.54595715,1.606612
Confirmed,8.50698069,2.938,0.816,0.017613,13.47,295.5,4.428,0.986,0.951,5.947580645,0.833613
FP,323.2575,17.26,0.034,0.015382,145.2,286.8,4.301,1.198,1.045,3.618421053,0.049382
FP,185.243906,3.276,0.726,0.019292,309,383.9,4.417,1.131,1.219,17.31909846,0.745292
FP,186.5168116,3.1968,0.972,0.114852,243.4,5752.4,3.639,2.99,1.421,28.30188679,1.086852
Confirmed,10.66489514,3.159,0.308,0.015773,24.97,292.6,4.436,1.021,1.037,2.772073922,0.323773
Confirmed,10.66489514,3.159,0.308,0.015773,24.97,292.6,4.436,1.021,1.037,2.772073922,0.323773
FP,0.984971822,1.64247,1.274,0.375255,2.71,6683.5,4.237,1.369,1.18,14.56521739,1.649255
FP,28.48710734,3.77887,1.175,0.448628,48.779,37663,3.814,2.385,1.352,26,1.623628
Confirmed,4.942783419,3.25346,0.566,0.099444,10.97,11145,4.459,0.978,1.003,0.4664179104,0.665444
Confirmed,77.2550726,10.214,0.837,0.024976,34.2,589.5,4.255,1.356,1.212,16.87242798,0.861976
Confirmed,26.7838935,4.584,0.036,0.017057,45.37,365.3,4.512,0.856,0.869,16.02888087,0.053057
Confirmed,7.97420583,5.3503,0.128,0.015639,11.487,293.1,4.386,1.081,1.036,2.682926829,0.143639
Confirmed,7.97420583,5.3503,0.128,0.015639,11.487,293.1,4.386,1.081,1.036,2.682926829,0.143639
Confirmed,2.508553286,2.2664,0.009,0.013262,8.587,211.6,4.523,0.881,0.944,6.734250543,0.022262
Confirmed,2.508553286,2.2664,0.009,0.013262,8.587,211.6,4.523,0.881,0.944,6.734250543,0.022262
Confirmed,2.508553286,2.2664,0.009,0.013262,8.587,211.6,4.523,0.881,0.944,6.734250543,0.022262
FP,398.40957,11.486,0.1165,0.027263,270.5,880.3,4.378,1.119,1.089,7.464607465,0.143763
Confirmed,30.36044536,6.0134,0.359,0.131544,41.39,21125,4.541,0.765,0.74,36.17664852,0.490544
FP,8.61733907,4.05563,0.825,0.545171,21.2332,185860,4.482,0.87,0.837,20.37765539,1.370171
FP,1.083736642,1.57912,1.265,0.387688,3.269,8930.8,3.227,5.618,1.942,45.45454545,1.652688
Confirmed,8.35389523,2.2514,0.023,0.029305,29.18,1041.6,4.582,0.787,0.862,16.91176471,0.052305
FP,2.45570369,3.1,1.205,0.221422,1.715,273.8,3.624,2.314,0.822,22.72727273,1.426422
FP,110.9215892,5.282,0.905,0.024551,77,498,4.148,1.384,0.981,2.702702703,0.929551
Confirmed,14.38682567,2.1417,0.021,0.021663,52.421,569.6,4.353,1.072,0.944,6.788511749,0.042663
FP,677.56282,10.53,0.537,0.023563,428,631,4.477,0.872,0.833,21.01910828,0.560563
Confirmed,0.927859786,1.4279,0.795,0.023395,3.32,515.3,4.631,0.699,0.799,26.12227448,0.818395
Confirmed,16.23191704,7.461,0.017,0.020452,16.968,501.6,4.042,1.585,1.009,0,0.037452
Confirmed,16.23191704,7.461,0.017,0.020452,16.968,501.6,4.042,1.585,1.009,0,0.037452
Confirmed,20.0545282,7.173,0.939,0.019945,8.57,305.4,4.332,1.209,1.147,12.17257319,0.958945
Confirmed,20.0545282,7.173,0.939,0.019945,8.57,305.4,4.332,1.209,1.147,12.17257319,0.958945
Confirmed,20.0545282,7.173,0.939,0.019945,8.57,305.4,4.332,1.209,1.147,12.17257319,0.958945
FP,1.08070294,3.363,0.688,0.011738,1.994,145.6,4.539,0.813,0.833,20.96774194,0.699738
FP,1.080695116,7.449,0.62,0.60744,1.989,312770,3.937,2.34,1.725,41.48148148,1.22744
FP,2.16146908,3.643,0.41,0.00857,4.23,84.8,4.422,1.013,0.988,2,0.41857
Confirmed,10.06083238,4.5718,0.672,0.020765,12.94,460.2,4.297,1.14,0.939,7.255520505,0.692765
Confirmed,4.125543472,3.1744,0.597,0.036796,8.45,1487.3,4.417,1.103,1.162,13.27944573,0.633796
FP,4.05325447,4.0116,15.329,14.708329,30.7,110920,4.453,1.039,1.116,9.748743719,30.037329
Confirmed,4.79029482,2.7219,0.46,0.011014,12.13,142,4.562,0.843,0.945,6.658211795,0.471014
Confirmed,45.0909201,4.605,0.957,0.024803,27.5,436.3,4.528,0.9,0.998,0.9495982469,0.981803
Confirmed,3.61460332,3.227,0.026,0.006019,8.624,43.9,4.161,1.375,0.999,1.041666667,0.032019
FP,15.99509405,8.45037,0.272,0.194457,16.835,44315,4.574,0.805,0.889,13.38028169,0.466457
FP,10.26782676,6.02685,0.277,0.467996,18.7828,247180,4.176,1.44,1.135,11.31578947,0.744996
Confirmed,3.53232429,2.765,0.299,0.013699,9.47,224.2,4.492,0.956,1.035,2.700421941,0.312699
Confirmed,5.65378163,1.9483,0.439,0.017893,20.37,366.8,4.507,0.934,1.021,1.276935355,0.456893
Confirmed,2.94194296,2.056,0.03,0.01479,11.1,278,4.544,0.758,0.733,37.49257279,0.04479
Confirmed,2.816504904,2.50587,0.105,0.117059,9.571,16814,4.452,0.955,0.941,7.12962963,0.222059
Confirmed,168.81133,6.582,0.083,0.021852,199.6,614.4,4.62,0.707,0.771,30.659945,0.104852
FP,33.93373447,14.561,0.812,0.095386,13.12,8503.7,4.628,0.705,0.782,28.85304659,0.907386
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,331.5972732,14.404,0.02,0.083115,190.456,8322.1,4.317,1.2,1.089,7.46031746,0.103115
Confirmed,66.373298,8.559,0.021,0.018689,60.3,415,4.47,0.976,1.027,1.900452489,0.039689
FP,0.678349364,3.092,1.187,0.210526,1.261,486,4.566,0.829,0.928,8.594229589,1.397526
Confirmed,2.470613377,1.74319,0.818,0.123871,8.3977,14231,4.457,0.964,0.971,3.782287823,0.941871
FP,371.21205,19.95,0.357,0.024883,136.6,719.9,4.497,0.94,1.013,0.5737704918,0.381883
Confirmed,38.47876629,5.04169,0.003,0.138123,66.3614,23530,4.539,0.879,0.973,3.558967202,0.141123
FP,374.59003,15.19,0.0624,0.014807,190.9,267.9,4.508,0.827,0.806,25.05263158,0.077207
Confirmed,12.7983174,6.401,0.738,0.01815,10.75,336.6,4.115,1.451,1,0.9174311927,0.75615
Confirmed,12.7983174,6.401,0.738,0.01815,10.75,336.6,4.115,1.451,1,0.9174311927,0.75615
Confirmed,2.8867624,0.9879,0.92,0.029146,10.36,631.8,4.875,0.389,0.415,142.8085106,0.949146
FP,355.84731,16.68,0.1578,0.010324,162.6,123.9,4.212,1.493,1.332,24.25,0.168124
Confirmed,10.9294815,5.893,0.197,0.012816,14.09,196.9,4.547,0.864,0.959,5.043712172,0.209816
Confirmed,22.1270885,4.472,0.956,0.024942,14.06,418.2,4.103,1.445,0.963,4.702194357,0.980942
FP,6.142812722,6.0751,0.477,0.292113,9.314,96593,4.438,1,1,0.8,0.769113
FP,6.14281498,4.624,0.67,0.010721,7.72,122,4.128,1.554,1.182,14.6031746,0.680721
FP,1.057335679,1.5795,0.262,0.195583,6.01,47337,4.594,0.683,0.668,50.83452551,0.457583
FP,0.572937573,2.576,0.7866,0.009023,1.384,80.8,4.225,1.593,1.553,35.15625,0.795623
FP,0.814280672,2.326,0.701,0.011362,2.116,134.9,4.167,1.543,1.273,21.03746398,0.712362
FP,0.814278961,2.087,0.451,0.007855,2.775,72,4.539,0.886,0.989,1.898734177,0.458855
FP,1.149198426,4.1603,1.167,0.443981,2.2,37721,4.486,0.867,0.84,19.93793638,1.610981
Confirmed,6.22161107,3.4117,0.838,0.013264,7.98,165,4.417,1.097,1.148,12.29885057,0.851264
Confirmed,4.280963604,2.875,0.424,0.025377,10.64,750.8,4.564,0.831,0.928,8.596165739,0.449377
Confirmed,5.03728033,2.0619,0.96,0.010281,5.95,76.3,4.271,1.381,1.306,22.78225806,0.970281
Confirmed,1.916940872,1.4243,0.405,0.009377,9.53,105.1,4.468,0.872,0.815,23.67778682,0.414377
Confirmed,13.6823798,4.153,0.595,0.012774,20.65,179.6,4.457,1.026,1.099,8.349705305,0.607774
FP,2.50012775,28.2,0.9917,0.009118,1.009,49.9,4.12,1.664,1.336,24.48275862,1.000818
FP,1.50635409,1.5155,0.86,0.049899,4.67,2211.7,4.563,0.831,0.926,8.798017348,0.909899
FP,4.0551242,12,0.008,0.011315,2.68,148.7,3.888,2.531,1.806,44.14414414,0.019315
FP,670.645531,53.412,0.701,0.131705,85.24,18091,4.466,0.983,1.03,2.121771218,0.832705
FP,0.695954898,1.469,0.103,0.016553,3.7096,318.1,4.243,1.425,1.303,22.66666667,0.119553
Confirmed,2.343230566,2.0424,0.047,0.01386,8.896,246.5,4.533,0.782,0.761,32.43243243,0.06086
FP,61.2563628,7.633,1.248,0.334628,29.1,5123.3,4.402,1.091,1.093,7.83847981,1.582628
FP,18.95491633,24.249,1.228,0.258011,2.06,867.5,3.761,2.534,1.352,25.30120482,1.486011
Confirmed,10.45839865,3.154,0.009,0.015375,25.73,306.8,4.557,0.747,0.734,37.25156161,0.024375
FP,1.035268597,0.5663,0.3845,0.010183,13.06,112.2,4.311,1.205,1.08,6.645056726,0.394683
Confirmed,5.841636615,1.8734,0.026,0.033032,24.61,1336.3,4.866,0.383,0.394,155.7393412,0.059032
Confirmed,5.841636615,1.8734,0.026,0.033032,24.61,1336.3,4.866,0.383,0.394,155.7393412,0.059032
Confirmed,5.841636615,1.8734,0.026,0.033032,24.61,1336.3,4.866,0.383,0.394,155.7393412,0.059032
Confirmed,5.841636615,1.8734,0.026,0.033032,24.61,1336.3,4.866,0.383,0.394,155.7393412,0.059032
Confirmed,5.841636615,1.8734,0.026,0.033032,24.61,1336.3,4.866,0.383,0.394,155.7393412,0.059032
Confirmed,4.79860021,3.0384,0.594,0.027166,10.14,817.4,4.557,0.847,0.946,6.486833654,0.621166
Confirmed,106.247882,13.78,0.586,0.01889,49.1,397.4,4.435,0.972,0.938,7.443682664,0.60489
Confirmed,4.13592927,2.377,0.168,0.011401,13.27,156.2,4.345,1.152,1.072,5.991440799,0.179401
Confirmed,19.7919389,3.787,0.954,0.022714,14.76,383.7,4.441,1.039,1.084,7.039337474,0.976714
FP,46.69820093,3.57049,1.131,0.469839,93.85,54592,4.518,0.756,0.687,46.66666667,1.600839
FP,12.31440232,5.8903,0.506,0.646123,25.038,393900,4.433,1.066,1.122,10.1511879,1.152123
FP,371.90464,25.36,0.922,0.025264,50.3,519.1,4.446,1.045,1.109,9.156378601,0.947264
FP,0.691823991,5.965,0.3501,0.011667,0.977,165.9,4.404,0.962,0.857,17.54932503,0.361767
FP,25.4318614,5.23771,1.126,0.441799,33.411,46565,4.458,0.9,0.847,18.93287435,1.567799
FP,3.98855869,1.467,0.1671,0.013347,20.76,214.1,4.057,1.646,1.127,10.67193676,0.180447
Confirmed,3.217518511,2.11481,0.638,0.115425,10.662,14319,4.473,0.903,0.882,14.27378965,0.753425
FP,20.41305242,4.4621,0.777,0.333116,37.864,92672,4.487,0.963,1.038,2.925989673,1.110116
FP,22.57494749,36.756,1.271,0.308725,1.938,1344.1,4.192,1.468,1.23,17.99485861,1.579725
Confirmed,38.3775486,5.588,0.468,0.024901,47.8,724.2,4.369,1.036,0.915,10.08505468,0.492901
Confirmed,14.2563272,4.796,0.894,0.015463,10.97,206.1,4.455,1.027,1.094,7.920792079,0.909463
Confirmed,2.61576515,2.777,0.25,0.010133,7.07,120.4,4.446,0.958,0.934,7.90960452,0.260133
Confirmed,7.10695741,5.1462,0.079,0.01039,10.643,131,4.091,1.518,1.036,2.702702703,0.08939
Confirmed,7.10695741,5.1462,0.079,0.01039,10.643,131,4.091,1.518,1.036,2.702702703,0.08939
Confirmed,7.10695741,5.1462,0.079,0.01039,10.643,131,4.091,1.518,1.036,2.702702703,0.08939
FP,85.5692223,4.954,0.98,0.032157,42.8,539.2,3.856,1.951,0.997,1.492537313,1.012157
FP,4.768540307,0.9938,0.806,0.019024,22.868989,347.6,4.432,0.887,0.776,29.85611511,0.825024
Confirmed,2.495780169,4.2721,0.133,0.145407,5.122,25070,4.426,0.992,0.959,5.091649695,0.278407
Confirmed,240.7990472,16.666,0.647,0.068165,93.8,5022.9,4.168,1.385,1.029,2.067183463,0.715165
FP,58.5850357,3.5939,1.309,0.688798,132.8,75468,3.925,1.994,1.222,17.53246753,1.997798
FP,22.16127178,3.699,1.277,0.364388,22,5259,3.945,1.745,0.979,3.260869565,1.641388
FP,25.70280003,3.1644,1.27,0.363047,30.7,5623.8,4.488,0.835,0.782,28.89054356,1.633047
Confirmed,27.08239734,5.0119,0.915,0.022782,18.9,423.2,4.204,1.305,0.993,1.342281879,0.937782
Confirmed,27.08239734,5.0119,0.915,0.022782,18.9,423.2,4.204,1.305,0.993,1.342281879,0.937782
FP,1.097211085,1.6738,1.145,0.440466,4.56,38946,4.92,0.334,0.339,197.2521433,1.585466
Confirmed,0.938466959,1.3015,0.054,0.013337,5.6049,217.4,4.323,1.087,0.906,11.34751773,0.067337
Confirmed,5.317440164,2.9331,0.72,0.016817,9.97,292.5,4.377,1.054,0.966,4.363636364,0.736817
Confirmed,5.317440164,2.9331,0.72,0.016817,9.97,292.5,4.377,1.054,0.966,4.363636364,0.736817
FP,1.378649746,1.2232,0.099,0.135797,9.765,22462,4.82,0.439,0.465,116.7030568,0.234797
Confirmed,7.834433676,2.89,0.714,0.04418,15.79,2018.1,4.62,0.72,0.822,22.61580381,0.75818
Confirmed,7.834433676,2.89,0.714,0.04418,15.79,2018.1,4.62,0.72,0.822,22.61580381,0.75818
Confirmed,7.834433676,2.89,0.714,0.04418,15.79,2018.1,4.62,0.72,0.822,22.61580381,0.75818
FP,370.62071,12.58,0.1419,0.017123,227,344.3,4.382,1.136,1.131,10.89494163,0.159023
FP,3.719809197,3.5317,1.279,0.340144,3.479,2958.2,3.813,2.348,1.309,22.77227723,1.619144
Confirmed,9.43414171,2.8112,0.538,0.059248,23.4,3977,4.518,0.886,0.943,6.85840708,0.597248
FP,362.85801,17.03,0.626,0.011853,129.4,151.6,4.165,1.471,1.155,12.67217631,0.637853
FP,73.91858615,6.9735,1.137,0.779419,110.83,184070,4.404,1.057,1.028,1.954022989,1.916419
FP,1.466535757,0.8222,0.824,0.038383,8.66,1346.4,4.387,1.02,0.924,9.070034443,0.862383
FP,0.527679032,1.395,0.284,0.008448,2.866,84.1,4.548,0.86,0.955,5.529646902,0.292448
FP,0.527673051,1.631,0.216,0.004956,2.502,28.3,3.738,2.637,1.386,27.63157895,0.220956
FP,0.527673075,1.3693,0.134,0.004605,2.991171,26.1,4.514,0.828,0.817,23.3495483,0.138605
FP,0.527678272,2.33166,0.385,0.46755,2.6188,247740,4.069,1.475,0.931,8.275862069,0.85255
Confirmed,35.9682692,2.839,0.883,0.017647,49,269.7,4.149,1.529,1.205,16.32047478,0.900647
Confirmed,35.9682692,2.839,0.883,0.017647,49,269.7,4.149,1.529,1.205,16.32047478,0.900647
FP,0.875267982,1.6038,1.258,0.399678,2.88,11701,4.402,0.898,0.742,35.70731707,1.657678
FP,117.140785,3.401,0.643,0.017628,207.5,337.1,2.932,8.243,2.118,50,0.660628
Confirmed,13.32191461,6.213,0.784,0.011586,10.51,133.5,3.925,2.274,1.584,36.2962963,0.795586
FP,0.882131829,6.8106,0.968,0.081695,1.123115,3620.9,4.482,0.911,0.919,9.621710526,1.049695
Confirmed,15.95995611,4.3149,0.526,0.02152,24.7,523.2,4.501,0.965,1.075,6.27090301,0.54752
FP,1.31723412,7.284,1.07,0.095187,1.127,422.7,2.816,12.08,3.479,50,1.165187
Confirmed,2.787874175,2.0348,0.153,0.012361,10.49,197.4,3.942,1.727,0.952,5.945945946,0.165361
Confirmed,10.6761592,4.594,0.403,0.011449,16.49,151,4.267,1.434,1.388,27.38853503,0.414449
FP,7.01733571,3.567,0.581,0.015214,12.53,255.5,4.456,0.967,0.974,3.435468895,0.596214
FP,7.01733571,3.567,0.581,0.015214,12.53,255.5,4.456,0.967,0.974,3.435468895,0.596214
FP,8.428090255,1.881,6.787,5.886209,40.4,11356,4.573,0.805,0.893,12.85046729,12.673209
FP,422.255426,4.974,0.3769,0.040958,629,1935,4.364,1.139,1.092,7.713125846,0.417858
Confirmed,0.669310092,1.6274,0.157,0.010342,3.1933,131.8,4.426,1.003,0.977,3.202479339,0.167342
FP,3.55027051,1.879,0.022,0.013195,14.64,212.7,4.581,0.8,0.896,12.45714286,0.035195
Confirmed,51.8098276,6.343,0.273,0.028842,61.9,1025.4,4.53,0.826,0.844,19.35914553,0.301842
Confirmed,51.8098276,6.343,0.273,0.028842,61.9,1025.4,4.53,0.826,0.844,19.35914553,0.301842
FP,0.590281548,2.72,0.801,0.004709,1.335,21.6,4.196,1.315,0.991,1.605504587,0.805709
FP,3.28274272,8.9,0.967,0.020689,1.347,292.8,4.533,0.82,0.837,20.42160738,0.987689
FP,7.1548608,7.694,0.9848,0.039041,2.56,780.4,4.166,1.739,1.616,37.45928339,1.023841
Confirmed,6.94245216,3.491,0.485,0.011886,13.52,160.8,4.466,1.03,1.132,11.003861,0.496886
Confirmed,1.219568047,1.5681,0.067,0.01975,6.075,494.9,4.625,0.701,0.778,29.48207171,0.08675
FP,4.5647147,13.395,0.647,0.009598,2.166,99.3,4.433,0.99,0.968,4.008016032,0.656598
Confirmed,9.4061364,4.882,0.397,0.008249,13.66,79.5,4.24,1.268,1.02,1.2,0.405249
FP,1.870990236,1.8432,1.193,0.220077,2.32,642.6,4.419,1.086,1.129,10.66969353,1.413077
Confirmed,24.7577652,6.998,0.896,0.023093,13.4,458.7,4.487,0.966,1.043,3.370786517,0.919093
FP,65.4317194,12.2384,0.885,0.521492,50.574,153410,4.431,1.04,1.059,4.782146652,1.406492
FP,1.718649321,3.94095,0.421,0.413775,4.5837,190570,4.541,0.865,0.947,6.425153794,0.834775
FP,7.2949175,41.04,1.132,0.146251,1.164,182.8,4.614,0.731,0.809,24.57749879,1.278251
FP,7.2935801,40.02,1.157,0.167657,1.184,124.5,4.509,0.951,1.065,5.331179321,1.324657
FP,42.9261364,2.578,0.2964,0.017716,123.9,378.4,4.503,0.953,1.054,4.433497537,0.314116
FP,10.36855269,4.37878,0.978,0.593091,22.77854,153230,4.418,0.944,0.852,18.26258638,1.571091
Confirmed,4.903321801,2.8887,0.016,0.016695,13.195,334.5,4.276,1.298,1.166,13.50844278,0.032695
FP,21.6817115,7.18,0.27,0.007929,22.41,73.5,4.448,1.031,1.084,7.077856421,0.277929
Confirmed,82.5341188,4.8556,0.033,0.038637,134.8,1895.4,4.678,0.58,0.584,72.53591714,0.071637
