info_status,koi_period,koi_duration,koi_impact,koi_ror,koi_dor,koi_depth,koi_slogg,koi_srad,koi_smass,density_diff,Transit_shape
FP,1.027904857,1.6381,1.261,0.320118,2.26,2381.2,4.446,0.872,0.775,30.02566296,1.581118
FP,1.463148937,11.04,1.0653,0.080263,1.0744,168,3.993,1.805,1.167,13.63636364,1.145563
FP,26.190289,2.148,0.109,0.006643,93.2,51.8,4.208,1.441,1.224,17.60391198,0.115643
FP,1.83592242,5.9942,1.189,0.43438,2.2715,30746,4.472,0.976,1.029,2.077687444,1.62338
Confirmed,23.96793669,3.827,0.416,0.03141,45.2,1182.3,4.728,0.524,0.536,88.02684564,0.44741
Confirmed,23.96793669,3.827,0.416,0.03141,45.2,1182.3,4.728,0.524,0.536,88.02684564,0.44741
FP,0.961292561,4.64294,0.579,0.603654,2.596,325530,4.188,1.404,1.106,9,1.182654
FP,1.71051215,1.284,0.057,0.005978,10.24,42.2,3.989,1.589,0.898,12.05357143,0.062978
FP,393.946106,6.012,0.9691,0.035803,183.1,747.5,3.18,4.622,1.179,16.66666667,1.004903
FP,7.545922037,4.0329,0.625,0.004505,11.268426,22.2,4.178,1.376,1.039,3.007518797,0.629505
FP,63.68192888,12.6047,0.583,0.620771,58.383,341720,4.386,1.054,0.986,2.256532067,1.203771
FP,194.896925,2.504,0.5298,0.022201,520,557.4,3.193,3.706,0.78,33.33333333,0.552001
Confirmed,10.13200555,3.1683,0.03,0.02728,25.09,911.6,4.689,0.561,0.561,79.63487567,0.05728
Confirmed,16.2951259,3.678,0.494,0.012961,29.9,197.9,4.512,0.812,0.781,28.99246059,0.506961
FP,9.524076544,10.4891,0.313,0.410212,9.5761,198400,3.428,3.371,1.112,10.34482759,0.723212
FP,9.455586047,8.42272,0.791,0.385464,9.811,115170,3.488,4.24,2.018,50,1.176464
FP,309.933134,7.165,0.73,0.013076,232,176.1,4.325,1.262,1.236,18.53658537,0.743076
FP,1.246585716,4.62051,0.427,0.629216,3.3984,406770,4.369,1.183,1.194,15.53398058,1.056216
FP,0.898932836,2.437,0.565,0.007386,2.47,61.1,3.959,1.872,1.162,12.99435028,0.572386
FP,3.454241684,4.69505,0.505,0.282688,6.681,88195,3.822,2.433,1.435,30,0.787688
FP,3.45423296,2.965,0.893,0.01372,4.38,149.8,4.662,0.635,0.686,46.88316536,0.90672
Confirmed,20.4222447,6.22,0.059,0.012581,25.36,189.3,4.274,1.299,1.157,12.87878788,0.071581
Confirmed,20.4222447,6.22,0.059,0.012581,25.36,189.3,4.274,1.299,1.157,12.87878788,0.071581
FP,101.928291,2.171,0.1628,0.014044,359,243.5,4.339,1.11,0.981,2.789400279,0.176844
Confirmed,15.45805668,8.79536,0.05,0.059289,14.2202,4253.2,4.169,1.407,1.066,5.483028721,0.109289
FP,2.086076372,2.4032,13.376,12.633445,22.1,58858,4.265,1.119,0.839,20.03338898,26.009445
FP,2.086075752,2.2647,0.914,0.066543,3.991,3657.8,4.071,1.417,0.862,16.83168317,0.980543
FP,1.97515457,2.633,0.027,0.007324,5.8,66.1,4.31,1.145,0.976,3.230769231,0.034324
FP,379.63135,16.78,0.1257,0.029023,176.512,1036.2,4.755,0.527,0.575,75.23542886,0.154723
FP,4.532416322,3.2864,1.183,0.445018,8.84,34953,4.283,1.281,1.148,12.27106227,1.628018
FP,4.532416322,3.2864,1.183,0.445018,8.84,34953,4.283,1.281,1.148,12.27106227,1.628018
FP,6.41496453,3.9015,1.187,0.19961,2.52,201.2,4.259,1.183,0.927,8.75,1.38661
FP,4.944927575,3.4648,1.215,0.253805,3.61,1028.7,4.59,0.701,0.697,44.58724666,1.468805
FP,7.304451735,4.09326,1.013,0.600525,16.94,143630,4.523,0.9,0.985,2.294596595,1.613525
FP,55.119831,4.703,0.6049,0.010237,72.5,114.5,4.155,1.506,1.18,14.49275362,0.615137
FP,55.119831,4.703,0.6049,0.010237,72.5,114.5,4.155,1.506,1.18,14.49275362,0.615137
FP,55.119831,4.703,0.6049,0.010237,72.5,114.5,4.155,1.506,1.18,14.49275362,0.615137
FP,1.181046137,2.6923,1.165,0.499951,3.4165,52609,4.58,0.692,0.664,51.74650699,1.664951
Confirmed,13.19322809,5.0036,0.005,0.022023,20.59499,585.7,4.309,1.223,1.113,9.375,0.027023
Confirmed,13.19322809,5.0036,0.005,0.022023,20.59499,585.7,4.309,1.223,1.113,9.375,0.027023
FP,1.120997701,11.243,1.114,0.125844,1.1241,145.6,3.373,4.845,2.02,50,1.239844
Confirmed,287.377314,18.821,0.015,0.059597,123.59,4376.9,3.964,1.793,1.079,6.417112299,0.074597
FP,13.37935853,8.809,0.974,0.022549,3.74,353.5,3.712,2.702,1.371,26.08695652,0.996549
FP,384.09781,12.55,0.016,0.009146,236,100.1,3.979,1.628,0.921,9.85915493,0.025146
FP,1.29019586,3.741,0.044,0.008445,2.719,86.5,4.558,0.842,0.938,7.447485678,0.052445
FP,2.40440112,5.49,0.669,0.005036,2.63,27.1,4.55,0.769,0.766,31.59144893,0.674036
FP,1.25483232,2.67,0.547,0.010278,3.14,117.6,3.75,2.572,1.358,26.25,0.557278
FP,21.92866538,9.7526,0.931,0.19952,13.023,22178,3.469,3.028,0.985,2.857142857,1.13052
FP,21.926779,10.05,0.542,0.013288,14.29,198.6,4.544,0.868,0.961,4.901293397,0.555288
FP,1.87886973,3.876,0.657,0.013001,2.96,181.9,4.613,0.734,0.815,23.62930616,0.670001
Confirmed,1.609321941,1.6067,0.016,0.023817,7.856,728.5,4.662,0.603,0.609,65.44276458,0.039817
Confirmed,5.18560081,4.054,0.012,0.014547,9.931,252.6,4.198,1.471,1.25,19.33842239,0.026547
Confirmed,5.18560081,4.054,0.012,0.014547,9.931,252.6,4.198,1.471,1.25,19.33842239,0.026547
FP,99.299502,3.631,0.526,0.019172,182.4,408.5,3.851,2.578,1.717,41,0.545172
FP,25.70600117,10.969,0.43,0.680543,29.1055,464960,4.498,0.903,0.936,7.710464201,1.110543
FP,0.559517155,0.596,0.328,0.00726,6.86,57.9,4.266,1.309,1.153,12.6459144,0.33526
Confirmed,36.5157639,3.6577,0.787,0.029932,50.7,861.3,4.54,0.781,0.772,30.47501542,0.816932
FP,545.54618,6.944,0.4307,0.01249,550,177.7,4.145,1.476,1.107,9.011627907,0.44319
Confirmed,31.57865122,2.12791,0.04,0.041835,118.027,2125.4,4.442,0.99,0.987,2.064896755,0.081835
FP,1.928420823,3.8253,0.818,0.548353,5.1846,191240,4.257,1.326,1.165,13.6,1.366353
FP,328.84846,5.45,0.5355,0.028153,404,901,4.603,0.724,0.765,31.69642857,0.563653
FP,152.151448,26.8612,0.857,0.498993,53.24,151820,4.472,0.989,1.056,4.578754579,1.355993
FP,169.894419,2.525,0.3241,0.01243,493,178.7,3.94,1.961,1.222,17.28395062,0.33653
FP,169.894419,2.525,0.3241,0.01243,493,178.7,3.94,1.961,1.222,17.28395062,0.33653
FP,1.333395306,1.188,0.151,0.009657,8.581,114.5,4.527,0.811,0.807,24.85128883,0.160657
FP,1.237147407,7.06623,0.466,0.671019,2.40573,435360,4.16,1.449,1.107,9.065934066,1.137019
Confirmed,7.23858162,3.1199,0.147,0.014748,17.81,268.2,4.561,0.831,0.917,9.887359199,0.161748
FP,36.12895451,2.2348,1.474,0.539433,55.1,3758.6,4.484,0.912,0.923,9.120788825,2.013433
FP,16.9329284,1.218,0.319,0.020585,103,488.3,4.417,1.095,1.143,11.94029851,0.339585
Confirmed,10.10773789,3.828,0.151,0.015476,20.27,294.9,4.26,1.174,0.915,10.26548673,0.166476
FP,0.947738312,1.206,0.022,0.012562,6.1,202.2,4.643,0.638,0.654,54.09054805,0.034562
FP,0.94773253,1.7645,1.186,0.328908,2.76,11306,4.183,1.269,0.895,12.55707763,1.514908
FP,0.947730124,1.1171,0.473,0.011822,5.84,152.5,4.116,2.184,2.272,55.50458716,0.484822
FP,501.90703,12.43,0.0805,0.016146,312.5,306.9,4.413,1.036,1.01,0.2202643172,0.096646
Confirmed,2.628117322,1.8289,0.612,0.029172,9.12,936.8,4.705,0.557,0.575,75.2629997,0.641172
Confirmed,12.46600444,5.0066,0.209,0.043414,19.46,2232.1,4.284,1.191,0.995,1.188455008,0.252414
Confirmed,12.46600444,5.0066,0.209,0.043414,19.46,2232.1,4.284,1.191,0.995,1.188455008,0.252414
Confirmed,12.46600444,5.0066,0.209,0.043414,19.46,2232.1,4.284,1.191,0.995,1.188455008,0.252414
Confirmed,12.46600444,5.0066,0.209,0.043414,19.46,2232.1,4.284,1.191,0.995,1.188455008,0.252414
Confirmed,12.46600444,5.0066,0.209,0.043414,19.46,2232.1,4.284,1.191,0.995,1.188455008,0.252414
FP,4.426344495,5.84235,0.668,0.584886,8.386,276140,4.277,1.226,1.034,2.495543672,1.252886
FP,2.69487041,2.553,0.554,0.007445,6.83,62.1,4.283,1.187,0.986,2.203389831,0.561445
FP,0.957823876,3.7232,0.992,0.4996,2.512,104690,3.865,2.033,1.103,8.396946565,1.4916
FP,26.7371395,4.68919,0.734,0.232135,43.118,53516,4.317,1.155,1.009,0.1526717557,0.966135
FP,2.379282197,3.1729,0.003,0.20283,6.9257,48434,4.399,1.162,1.232,18.21656051,0.20583
FP,2.379282197,3.1729,0.003,0.20283,6.9257,48434,4.399,1.162,1.232,18.21656051,0.20583
FP,5.024768971,3.82433,1.038,0.390263,9.359,53046,4.444,0.989,0.99,1.857282502,1.428263
Confirmed,161.4746786,10.572,0.746,0.028533,82.7,828.2,4.383,1.044,0.96,4.976303318,0.774533
FP,0.967073359,2.4875,1.222,0.252275,1.477,773.5,4.402,1.022,0.96,5.005561735,1.474275
FP,310.61299,2.562,0.1879,0.027847,936,920,4.47,1.001,1.079,6.598513011,0.215747
FP,0.784031658,0.7773,0.102,0.017196,7.82,352.2,4.578,0.824,0.937,7.52238806,0.119196
FP,2.44926655,2.988,0.253,0.009284,6.15,108.2,4.551,0.749,0.727,38.61271676,0.262284
Confirmed,9.66857386,2.4656,0.8,0.020759,19.02,411.7,4.541,0.836,0.884,14.01189689,0.820759
FP,30.9597053,5.42,1.191,0.213233,10.23,410.7,4.621,0.714,0.8,25.93266606,1.404233
FP,371.47786,12.3,0.128,0.014547,232.2,264.9,4.605,0.754,0.845,19.27955353,0.142547
FP,30.96021667,15.4308,0.58,0.613905,23.1105,340410,4.423,0.926,0.828,21.66826462,1.193905
FP,30.9604688,14.992,1.208,0.229528,3.81,460.9,3.216,3.558,0.758,29.41176471,1.437528
FP,0.969602551,1.728,0.415,0.009636,4,111,4.643,0.66,0.701,43.76538146,0.424636
FP,1.50178705,2.936,0.359,0.008605,3.74,86.7,4.471,0.987,1.049,3.941338222,0.367605
FP,1.501760172,5.85519,0.518,0.645438,3.23855,387900,4.315,1.29,1.257,19.96587031,1.163438
FP,1.50179931,3.275,0.256,0.008965,3.4757,100.1,4.613,0.736,0.845,19.25436527,0.264965
Confirmed,24.4972683,5.43,0.817,0.021608,21.2,449.1,4.399,1.162,1.232,18.21656051,0.838608
FP,1.23521458,0.918,0.458,0.008924,9.27,89.5,4.494,0.959,1.045,3.628691983,0.466924
FP,374.514471,6.629,1.0492,1.106412,788,440520,4.381,1.155,1.17,13.83399209,2.155612
FP,2.470283788,7.8391,0.804,0.540267,3.3535,193830,3.885,2.675,2.002,49.52380952,1.344267
FP,1.23512429,4.22,0.556,0.003674,2.01,15.2,4.507,0.941,1.038,2.969502408,0.559674
FP,1.23517588,5.476,0.625,0.014598,1.586,232.9,4.438,1,1,0.8,0.639598
FP,1.23516416,4.713,0.678,0.007809,1.698,64.6,4.428,1.076,1.13,10.80485116,0.685809
FP,1.23513471,5.44,0.716,0.006415,1.482,42.8,4.436,0.997,0.99,1.801801802,0.722415
FP,5.548250634,6.06772,0.296,0.191456,8.094,42873,4.455,1.028,1.097,8.118811881,0.487456
FP,3.28931936,1.921,1.422,0.431441,2.61,166,4.427,1.072,1.12,10.0110011,1.853441
Confirmed,7.053527145,2.3982,0.172,0.03487,22.94,1480.1,4.697,0.567,0.584,72.53433208,0.20687
Confirmed,7.053527145,2.3982,0.172,0.03487,22.94,1480.1,4.697,0.567,0.584,72.53433208,0.20687
Confirmed,7.053527145,2.3982,0.172,0.03487,22.94,1480.1,4.697,0.567,0.584,72.53433208,0.20687
Confirmed,7.053527145,2.3982,0.172,0.03487,22.94,1480.1,4.697,0.567,0.584,72.53433208,0.20687
Confirmed,7.053527145,2.3982,0.172,0.03487,22.94,1480.1,4.697,0.567,0.584,72.53433208,0.20687
FP,461.1417,3.875,0.0046,0.017587,925,382,3.222,3.698,0.832,25,0.022187
Confirmed,8.77425786,2.2245,0.917,0.017677,13.35,239.6,4.445,0.905,0.832,21.12299465,0.934677
FP,2.72288246,2.408,0.08,0.01112,8.73,152.6,4.53,0.872,0.938,7.4204947,0.09112
FP,12.36564669,3.644,1.22,0.23938,5.78,388.4,4.495,0.952,1.033,2.422723475,1.45938
FP,25.7054557,6.059,0.722,0.016043,23.2,266.3,4.459,1.001,1.047,3.735632184,0.738043
FP,6.277827312,8.6841,0.95,0.050019,2.6567,1856.8,4.526,0.891,0.974,3.48583878,1.000019
FP,5.62978034,5.847,0.08,0.017539,7.484,379.2,4.57,0.839,0.952,5.831265509,0.097539
FP,5.62950902,6.542,0.974,0.021476,2.24,297.5,4.529,0.898,0.994,1.310997815,0.995476
FP,0.8903331,2.643,0.322,0.010448,2.55,134.1,2.437,18.374,3.369,100,0.332448
FP,20.00024281,5.0042,1.004,0.188658,19.464,13138,4.438,1.047,1.094,7.869884575,1.192658
FP,20.00024281,5.0042,1.004,0.188658,19.464,13138,4.438,1.047,1.094,7.869884575,1.192658
FP,0.987069622,1.0092,0.2,0.01816,7.484799,384.8,4.354,1.223,1.24,18.73156342,0.21816
FP,4.24748886,3.053,0.242,0.010053,10.44,121,4.524,0.922,1.036,2.723146747,0.252053
FP,1.000012952,1.221,0.097,0.005392,6.29,36,3.534,3.605,1.621,37.14285714,0.102392
FP,4.31978105,7.204,0.7702,0.00811,3.1,65.8,3.303,4.368,1.397,29.41176471,0.77831
FP,1.845610523,2.337,1.22,0.239346,1.79,374.1,3.639,2.978,1.408,28.30188679,1.459346
FP,0.878803439,2.74503,0.467,0.645784,3.9966,410720,4.566,0.737,0.727,38.60132159,1.112784
FP,329.71491,12.11,0.0651,0.016823,211,337,4.56,0.758,0.76,32.60744986,0.081923
FP,1.560158562,3.4248,0.712,0.561344,4.954,240160,4.548,0.749,0.724,39.17585607,1.273344
FP,2.302365255,23.88,1.1,0.469902,1.4571,62160,4.269,1.229,1.025,1.630434783,1.569902
FP,34.18830271,3.01179,0.957,0.507247,100.97,118440,4.134,1.345,0.898,12.19512195,1.464247
FP,4.442517008,2.43922,0.936,0.21339,10.79202,25342,4.387,1.119,1.109,9.102402023,1.14939
FP,4.442520831,2.4779,0.966,0.027421,4.887,531.5,4.272,1.33,1.209,16.73151751,0.993421
Confirmed,8.11437482,2.2736,0.573,0.037204,23.58,1558,4.753,0.517,0.553,82.20889555,0.610204
FP,1.23708565,5.743,1.222,0.251106,1.309,803.8,4.243,1.324,1.121,10.14492754,1.473106
Confirmed,15.96532718,4.5837,0.674,0.021282,20.43,482.2,4.154,1.433,1.068,5.785123967,0.695282
Confirmed,15.96532718,4.5837,0.674,0.021282,20.43,482.2,4.154,1.433,1.068,5.785123967,0.695282
Confirmed,22.2420032,7.532,0.897,0.008612,10.46,63.5,3.854,2.164,1.219,17.5,0.905612
FP,8.65303996,1.091,0.369,0.020507,57.6,497,4.528,0.84,0.869,15.96180082,0.389507
FP,8.65311903,1.273,0.701,0.014108,38.1,206.8,4.705,0.55,0.559,80.23809524,0.715108
Confirmed,8.63050092,3.144,0.595,0.017113,17.32,325.8,4.599,0.764,0.857,17.58584807,0.612113
FP,0.796815149,1.0727,0.524,0.006943,4.931582,55.9,2.464,13.499,1.935,100,0.530943
FP,147.863607,1.948,0.2482,0.021436,575,560,4.556,0.867,0.986,2.181097158,0.269636
Confirmed,3.290114076,1.5151,0.203,0.02297,16.65,645.3,4.654,0.594,0.58,73.76219733,0.22597
FP,5.56676609,1.812,0.392,0.011989,21.91,173.8,4.479,0.859,0.81,24.41314554,0.403989
FP,11.76921923,3.219,0.964,0.027192,9.94,519.3,4.44,1.052,1.111,9.329140461,0.991192
FP,3.0001191,6.61,0.635,0.002691,2.8,7.7,3.97,2.485,2.1,51.82481752,0.637691
FP,19.545185,1.597,0.5474,0.006031,78.9,40.2,4.311,1.16,1.002,0.6230529595,0.553431
FP,44.63898306,3.04001,1.173,0.445271,94.71,36830,4.449,1.035,1.096,8.088978766,1.618271
FP,0.868723418,1.4617,0.947,0.016376,1.934,197.1,4.331,1.046,0.855,17.80455154,0.963376
FP,26.95123768,8.27486,1.04,0.487824,26.4907,86749,3.748,2.747,1.54,33.78378378,1.527824
FP,38.03672948,4.34617,0.501,0.27018,78.037,82872,4.521,0.932,1.051,4.083204931,0.77118
Confirmed,6.93365167,4.608,0.904,0.011969,5.31,119.6,4.212,1.304,1.01,0.4385964912,0.915969
FP,18.1118457,6.309,1.235,0.251489,4.64,328.7,4.394,1.138,1.169,13.74527112,1.486489
FP,18.11208877,6.7828,0.982,0.513822,23.54,116630,4.167,1.722,1.587,36.65594855,1.495822
FP,1.28619671,1.114,0.874,0.012568,4.61,137.2,4.391,0.926,0.77,30.82474227,0.886568
FP,3.486318703,2.7904,1.138,0.499394,9.41,60135,4.438,1,1,0.8,1.637394
FP,10.31453308,3.6641,1.276,0.323868,7.71,2004.1,4.455,0.837,0.728,38.3252818,1.599868
FP,215.044269,3.517,0.121,0.016993,471.7,351.1,4.374,1.02,0.898,12.29314421,0.137993
FP,9.84883968,5.7425,1.25,0.443343,9.56,22012,4.281,1.31,1.198,15.94746717,1.693343
Confirmed,71.3116598,8.813,0.035,0.042352,64.4,2138,4.445,1.069,1.161,13.15789474,0.077352
Confirmed,71.3116598,8.813,0.035,0.042352,64.4,2138,4.445,1.069,1.161,13.15789474,0.077352
FP,4.408295716,3.62479,1.159,0.439752,8.0397,37964,4.607,0.743,0.825,22.17802089,1.598752
FP,9.08590495,2.0718,0.978,0.066386,14.31,2121.3,4.479,0.866,0.825,22.20472441,1.044386
FP,1.174683069,2.5167,0.98,0.024479,1.46,356.4,4.332,1.143,1.022,1.315789474,1.004479
FP,1.339670241,1.895,0.602,0.005163,4.41,28.6,3.988,2.245,1.789,43.67088608,0.607163
FP,1.8789138,4.279,0.536,0.005224,2.94,30.2,3.704,3.339,2.06,50.90909091,0.541224
FP,28.615014,24.74,0.505,0.00781,7.74,70.5,3.925,1.987,1.213,17.41935484,0.51281
FP,0.907943645,1.9144,1.356,0.387729,1.731,1028.9,4.354,1.166,1.119,9.915014164,1.743729
FP,8.665259912,3.1088,1.269,0.315913,7.55,1840.6,3.796,2.389,1.301,22.10526316,1.584913
FP,4.726086185,4.39793,0.651,0.439064,10.5839,181820,4.547,0.863,0.954,5.660377358,1.090064
FP,23.0295222,7.96,1.173,0.198709,5.54,548.2,4.445,0.959,0.936,7.634307257,1.371709
FP,8.643550046,3.1273,1.076,0.468421,21.144,67299,4.605,0.747,0.849,18.65488463,1.544421
FP,1.06100327,1.675,0.0834,0.008961,4.9,95.9,4.493,0.961,1.049,3.976311337,0.092361
FP,0.922030594,4.367,1.242,0.394152,1.652,13859,4.386,1.153,1.178,14.56436931,1.636152
FP,1.233076007,12.506,1.312,0.351801,1.354234,1392.4,4.571,0.817,0.913,10.39426523,1.663801
FP,31.80514278,7.6213,1.289,0.369469,14.8,4675.3,4.545,0.863,0.953,5.731625084,1.658469
FP,0.979442525,1.0348,0.388,0.020166,6.86,469.3,4.607,0.745,0.833,20.94292804,0.408166
FP,611.09299,15.22,0.2171,0.0151,304.1,270,4.508,0.929,1.014,0.6324110672,0.2322
FP,24.71479071,5.06776,0.781,0.552011,49.984,208730,3.982,1.862,1.214,17.0212766,1.333011
FP,4.52342256,2.531,0.757,0.014736,9.27,219,4.437,1.058,1.117,9.756097561,0.771736
FP,1.79683793,7.911,0.979,0.018018,1.106,223.3,4.159,1.714,1.545,34.8534202,0.997018
FP,31.183688,6.14,0.8319,0.012202,22.4,139.8,3.814,2.407,1.378,27.27272727,0.844102
Confirmed,7.23400381,2.165,0.032,0.019155,26.01,453.3,4.523,0.85,0.879,14.67505241,0.051155
FP,2.649026189,2.4698,0.914,0.303122,7.68,52172,4.342,0.988,0.781,29.01234568,1.217122
Confirmed,2.44358543,1.852,0.258,0.007015,9.83,59.1,4.486,0.873,0.85,18.46635368,0.265015
FP,3.017155419,13.3898,1.231,0.272272,1.363,1381.8,4.175,1.302,0.926,8.80952381,1.503272
FP,37.60936976,6.8615,0.671,0.161447,39.715,27591,4.483,0.896,0.889,13.34951456,0.832447
FP,681.9363102,7.94066,0.828,0.544292,855.2,186530,4.427,1.035,1.041,3.194888179,1.372292
Confirmed,7.01074295,2.1787,0.427,0.013898,22.6,222.8,3.745,2.476,1.243,19.51219512,0.440898
FP,52.6727624,3.039,0.1764,0.014484,132.3,248,4.448,1.038,1.1,8.43495935,0.190884
FP,4.93913074,1.362,1.167,0.188082,6.35,382.9,4.324,1.17,1.053,4.261796043,1.355082
FP,1.381257093,1.125,0.351,0.008874,8.9,92.3,4.385,1.131,1.13,10.75544174,0.359874
Confirmed,41.6980186,5.7047,0.002,0.019191,56.91,440.8,4.466,0.971,1.004,0.3646308113,0.021191
FP,3.170626881,2.7189,0.847,0.127297,6.692,14610,4.428,1.034,1.042,3.393425239,0.974297
FP,7.72768833,2.06,0.203,0.018376,28.61,404.8,4.468,0.94,0.946,6.496927129,0.221376
FP,34.4886903,1.22,0.5544,0.007339,181.6,59.9,4.487,0.886,0.878,14.8177496,0.561739
FP,158.3226379,2.1881,1.323,0.406775,265,4863,4.67,0.572,0.557,80.91397849,1.729775
FP,1.179969562,1.9745,1.244,0.281884,1.888,1109.3,3.491,3.899,1.719,41.37931034,1.525884
FP,2.6228301,7.29719,0.488,0.654553,4.46516,409710,4.472,0.988,1.054,4.3915828,1.142553
FP,1.161947482,4.46886,0.815,0.431738,2.5725,129900,4.204,1.457,1.242,18.90547264,1.246738
FP,0.607191908,1.30166,0.917,0.169749,2.7778,17369,4.598,0.671,0.649,55.26070764,1.086749
FP,1.17430183,9.587,0.9744,0.009493,1.007,64.5,4.007,2.145,1.703,41.04046243,0.983893
FP,2.119107262,7.5384,0.933,0.496971,2.7691,124650,4.155,1.423,1.055,4.371584699,1.429971
FP,2.119100054,8.2163,1.247,0.291718,1.426,1651.1,4.426,1.078,1.129,10.76581576,1.538718
FP,4.04506346,3.22222,0.529,0.622151,14.741,360180,4.438,1,1,0.8,1.151151
FP,4.045057186,2.9954,1.292,0.319275,3.04,752.7,4.473,0.87,0.821,22.69446672,1.611275
FP,15.03946452,5.39796,0.998,0.402008,20.99,66877,4.329,1.178,1.077,6.525037936,1.400008
FP,15.03946326,5.1008,0.902,0.07857,13.37,5237.7,4.212,1.441,1.236,18.40193705,0.98057
Confirmed,21.81295996,4.3791,0.053,0.030952,39.183,1175.4,4.41,0.999,0.934,7.897545358,0.083952
FP,3.693951168,2.2534,0.917,0.21699,10.06,28290,4.534,0.881,0.97,3.875968992,1.13399
Confirmed,23.5541012,7.3,0.536,0.009353,21.1,95.2,4.088,2.286,2.335,56.92307692,0.545353
FP,1.05680287,5.748,0.563,0.008547,1.399,82.3,4.532,0.885,0.974,3.487544484,0.571547
FP,1.824653341,4.25512,0.845,0.539549,4.3653,176740,4.372,0.941,0.76,32.56578947,1.384549
FP,1.824649,4.2285,0.901,0.061323,2.0809,3218.5,4.487,0.793,0.704,43.13031161,0.962323
FP,0.787122102,3.0999,1.211,0.237891,1.319,596.8,4.528,0.799,0.786,28.16353018,1.448891
FP,0.416995408,0.8928,0.089,0.009886,3.64,112.6,4.498,0.781,0.701,43.68206522,0.098886
FP,0.787120016,3.1648,1.263,0.276999,1.318,265.5,4.481,0.787,0.684,47.32715609,1.539999
FP,2.15052332,3.447,0.0303,0.010746,4.851,115.5,4.438,1,1,0.8,0.041046
FP,4.301031137,5.65214,0.79,0.550225,7.831,204150,4.208,1.548,1.408,28.42105263,1.340225
FP,0.561524348,3.336,0.4172,0.005486,1.369,34.1,4.55,0.715,0.66,52.65780731,0.422686
FP,1.525924746,1.955,0.208,0.007707,5.9094,74.1,2.81,10.533,2.615,50,0.215707
FP,1.52593737,1.958,0.681,0.012281,4.53,159.1,4.448,1.038,1.1,8.43495935,0.693281
FP,1.525924389,3.15998,1.217,0.430772,3.064,24627,4.427,1.06,1.091,7.641921397,1.647772
FP,222.068928,1.938,0.1522,0.022792,885,643,2.766,12.042,3.083,50,0.174992
FP,1.5259105,3.114,0.986,0.011494,1.302,83.9,3.884,2.099,1.231,18.04511278,0.997494
FP,1.78752921,5.315,0.064,0.007309,2.65,62.9,3.056,7.342,2.233,50,0.071309
FP,1.77555333,14.41,0.9299,0.010126,1.034,83.5,4.39,1.138,1.158,12.97709924,0.940026
FP,5.462689263,3.2605,1.298,0.373854,5.89,4184.6,4.479,0.888,0.867,16.2358643,1.671854
FP,1.99638423,2.4,0.223,0.005002,6.251,29.4,4.428,1.076,1.13,10.80485116,0.228002
FP,3.58966681,18.534,1.209,0.22878,1.259,421.3,3.515,3.837,1.757,41.93548387,1.43778
FP,1.39772545,4.129,0.644,0.012957,2.17,181.3,4.38,1.114,1.084,7.015306122,0.656957
FP,1.37347867,12.62,0.9848,0.022179,1.0138,289.9,4.028,1.753,1.196,15.76576577,1.006979
FP,1.00960235,7.847,0.992,0.007366,1.013,31.9,3.724,2.412,1.122,10,0.999366
FP,6.932281325,11.0301,1.291,0.382557,2.722,6405.9,4.08,2.168,2.057,50.99009901,1.673557
FP,49.26678528,5.5692,8.364,7.445899,79.6,8494,4.382,1.143,1.152,12.45136187,15.809899
FP,1.061002863,1.962,0.337,0.010995,3.99,142.4,4.538,0.881,0.979,2.932960894,0.347995
FP,1.060996585,2.6494,1.141,0.441483,2.971,41142,4.154,1.348,0.944,6.753246753,1.582483
FP,2.735152701,0.1046,0.955,0.019633,71.356696,283.3,4.198,1.523,1.338,24.80211082,0.974633
FP,2.735152701,0.1046,0.955,0.019633,71.356696,283.3,4.198,1.523,1.338,24.80211082,0.974633
FP,1.06100873,2.6715,0.882,0.088429,2.159,6367.1,4.417,0.947,0.855,17.775571,0.970429
FP,1.061008464,2.8029,0.477,0.657162,4.707,408770,4.793,0.454,0.466,116.2248996,1.134162
Confirmed,4.14789051,3.829,0.878,0.012475,4.27,137.6,4.223,1.417,1.23,18.05555556,0.890475
FP,62.7356439,10.7925,0.73,0.573105,61.897,243700,4.127,1.44,1.013,0.5899705015,1.303105
FP,250.4858,12.72,0.3157,0.023579,146.5,674.6,4.581,0.814,0.921,9.367681499,0.339279
FP,401.38712,32.21,0.666,0.012456,72.6,166.2,4.12,1.498,1.08,6.542056075,0.678456
FP,1.319677953,1.978,0.62,0.009642,4.13,100.7,4.426,1.076,1.126,10.50884956,0.629642
FP,2.151384476,3.34471,0.237,0.482255,7.2438,263860,4.19,1.257,0.891,12.91759465,0.719255
FP,5.8957069,56.84,1.3087,0.317724,1.3159,129.7,4.504,0.934,1.017,0.8814102564,1.626424
FP,0.996023763,5.412,1.147,0.156122,1.168,98.3,4.387,1.077,1.029,2.063106796,1.303122
FP,2.5355023,7.189,0.965,0.022452,1.343,354.6,4.429,1.1,1.188,15.22956327,0.987452
FP,0.914468919,2.695,1.271,0.341086,1.704,3426.3,4.415,0.989,0.927,8.768267223,1.612086
FP,7.91936937,3.3148,0.733,0.121984,15.534,15148,4.588,0.776,0.852,18.26659353,0.854984
FP,0.696286519,3.194,0.985,0.014139,1.074,120.8,4.543,0.867,0.958,5.170068027,0.999139
